idPromotion,Nom,Reduction,DateDebut,DateFin
495,Santa Maria Feverfew,24,01/11/2020,14/11/2020
496,Ballhead Waterleaf,38,20/05/2014,30/05/2014
497,Early Bluetop Fleabane,11,11/05/2018,25/05/2018
498,Syrian-privet,28,15/11/2013,25/11/2013
499,Faurie's Panicgrass,10,18/10/2012,01/11/2012
500,Leafy Horseweed,34,03/02/2016,11/02/2016
501,Paraguayan Windmill Grass,49,21/02/2013,02/03/2013
502,Speckled Alder,44,06/06/2013,15/06/2013
503,Macrocoma Moss,44,21/02/2011,05/03/2011
504,Rosy Palafox,37,10/07/2010,19/07/2010
505,Bigfruit Crab,35,09/05/2012,16/05/2012
506,Nemoca Cimarrona,26,06/12/2011,13/12/2011
507,Sierra Stonecrop,12,13/04/2015,22/04/2015
508,Smallseed Paspalum,32,27/10/2014,10/11/2014
509,Streambank Rabbitsfoot Grass,20,08/09/2010,19/09/2010
510,Sierra Lessingia,3,23/05/2016,04/06/2016
511,Cyrtandra,44,14/06/2011,27/06/2011
512,Lanceleaf Tickseed,8,21/10/2011,04/11/2011
513,Common Sweetleaf,30,24/04/2018,03/05/2018
514,Sedge,24,30/01/2011,06/02/2011
515,Rock Whitefeather,8,11/04/2018,24/04/2018
516,Nisperillo,14,17/08/2011,31/08/2011
517,Narrowleaf Pondweed,44,11/06/2019,20/06/2019
518,Tree Anemone,48,17/04/2010,30/04/2010
519,Kamapua'a,2,19/07/2012,28/07/2012
520,Lanceleaf Thorow Wax,17,06/12/2019,18/12/2019
521,Latexplant,50,25/01/2020,04/02/2020
522,Pygmy Goldenweed,10,12/12/2013,20/12/2013
523,Halberd Willow,32,13/11/2014,26/11/2014
524,Tropical Tube Tongue,31,10/10/2015,20/10/2015
525,Wand Lythrum,50,26/04/2017,07/05/2017
526,Axilflower,17,29/08/2017,06/09/2017
527,Western Sweetshrub,15,12/10/2013,22/10/2013
528,Virginia Water Horehound,34,16/07/2016,30/07/2016
529,Spotted Beebalm,46,08/02/2010,17/02/2010
530,Reindeer Lichen,32,12/11/2011,21/11/2011
531,Spotted Hideseed,32,13/09/2018,25/09/2018
532,Rimelia Lichen,32,03/01/2016,11/01/2016
533,Corn,41,03/06/2015,15/06/2015
534,Schaffner's Wattle,21,19/09/2013,26/09/2013
535,Obedient Plant,29,08/02/2013,21/02/2013
536,Thomson's Porpidia Lichen,8,22/10/2011,30/10/2011
537,Clubmoss Mousetail,18,29/11/2012,08/12/2012
538,Catillaria Lichen,47,23/11/2011,04/12/2011
539,Texas Poppymallow,23,04/02/2010,17/02/2010
540,Calamus,9,02/12/2014,16/12/2014
541,Dahoon,5,02/03/2011,14/03/2011
542,Eastern Leatherwood,7,03/04/2018,13/04/2018
543,Abiu,21,06/07/2017,16/07/2017
544,Drepanocladus Moss,5,21/06/2017,03/07/2017
545,Cylinder Cup Lichen,11,06/07/2015,16/07/2015
546,Torrey's Mountainmint,26,21/03/2017,29/03/2017
547,Largeflower Hawksbeard,46,07/11/2020,20/11/2020
548,Skunk Currant,34,22/09/2015,06/10/2015
549,Hybrid Spruce,13,07/02/2019,14/02/2019
550,Kauai Melicope,20,31/10/2010,09/11/2010
551,Panamint Mountain Lupine,47,17/04/2018,26/04/2018
552,Blue Nodding Locoweed,14,12/12/2016,25/12/2016
553,Falcate Rush,35,19/02/2015,03/03/2015
554,Big Spore Andreaeobryum Moss,33,22/05/2020,04/06/2020
555,California Licorice-root,48,07/07/2011,19/07/2011
556,Jaguey Blanco,14,29/04/2013,13/05/2013
557,Coulter's Lupine,50,21/09/2020,29/09/2020
558,Tilesius' Wormwood,33,12/03/2010,24/03/2010
559,Lesser Baby Innocence,40,15/02/2017,25/02/2017
560,Charleston Mountain Goldenbush,21,10/03/2014,24/03/2014
561,Porter's Reedgrass,32,05/09/2017,19/09/2017
562,Southeastern Annual Saltmarsh Aster,27,07/02/2016,20/02/2016
563,Thunberg's Geranium,19,09/09/2017,19/09/2017
564,Disc Lichen,27,25/01/2013,08/02/2013
565,Arizona Cypress,50,17/04/2014,29/04/2014
566,Ghostplant,30,28/04/2017,12/05/2017
567,Browneyes,41,14/05/2011,23/05/2011
568,California Helianthella,14,21/10/2011,30/10/2011
569,Curly Plumeless Thistle,42,24/12/2014,02/01/2015
570,Arctic Pearlwort,18,05/07/2010,19/07/2010
571,Big Bend Woodyaster,41,26/02/2017,11/03/2017
572,Blackberry Lily,30,03/01/2019,11/01/2019
573,Indian Valley False Mallow,38,22/06/2011,04/07/2011
574,Wildparsley,49,06/12/2013,13/12/2013
575,Sacramento Mountain Indian Paintbrush,3,28/04/2013,09/05/2013
576,Nettleleaf Goosefoot,20,02/04/2020,16/04/2020
577,Arizona Mimosa,44,24/04/2017,04/05/2017
578,Syrian Mustard,28,16/10/2018,27/10/2018
579,Heterodraba,38,22/12/2013,04/01/2014
580,Clayton's Sweetroot,10,24/07/2011,03/08/2011
581,Sulphur-flower Buckwheat,22,10/10/2012,21/10/2012
582,Mokihana Kukae Moa,17,06/03/2020,17/03/2020
583,Contorted Rimmed Lichen,18,28/01/2018,09/02/2018
584,Crimson Sage,21,30/09/2013,11/10/2013
585,St. Lawrence Waterhorehound,23,28/11/2019,06/12/2019
586,Hollyhock,23,24/10/2010,01/11/2010
587,Arizona Spikerush,4,15/10/2015,22/10/2015
588,Dyer's Greenweed,31,25/09/2017,05/10/2017
589,Rock Lupine,5,10/03/2017,22/03/2017
590,Curcuma,34,15/09/2013,23/09/2013
591,Serpentine Sunflower,4,02/12/2014,10/12/2014
592,Knotted Pearlwort,43,28/01/2014,05/02/2014
593,Showy Gilia,44,09/02/2017,19/02/2017
594,Stingbush,11,29/01/2015,07/02/2015
595,Chambers' Twinpod,11,16/07/2010,24/07/2010
596,Britton's Spikerush,29,09/01/2014,18/01/2014
597,Mountain Dubautia,17,28/07/2016,04/08/2016
598,Yellow Phacelia,40,27/06/2016,07/07/2016
599,Confederate Huckleberry,10,19/06/2017,27/06/2017
600,Texas Signalgrass,35,03/12/2016,15/12/2016
601,Drummond's Cinquefoil,23,13/02/2015,24/02/2015
602,Coccoloba,42,01/01/2017,11/01/2017
603,Spiny Plumeless Thistle,8,11/03/2011,18/03/2011
604,Willow Creek Dock,46,27/06/2014,06/07/2014
605,Bejuco De Puerco,25,19/12/2014,01/01/2015
606,Rim Lichen,45,29/08/2020,06/09/2020
607,Wilf's Sphagnum,50,14/05/2011,27/05/2011
608,Spleenwort,42,10/02/2014,24/02/2014
609,Cypress-pine,11,26/01/2013,05/02/2013
610,Snow Arnica,10,15/04/2013,24/04/2013
611,Bluedevil,4,10/10/2020,17/10/2020
612,Idaho Pennycress,49,15/11/2013,22/11/2013
613,Softleaf Rosette Grass,24,30/01/2016,09/02/2016
614,Nevada Gilia,31,18/10/2015,31/10/2015
615,Socotra Dragontree,8,08/02/2012,21/02/2012
616,Havardia,47,19/09/2014,30/09/2014
617,White Sapote,30,14/08/2020,27/08/2020
618,Black Fonio,50,09/06/2015,20/06/2015
619,Mountain Ash,7,27/09/2012,11/10/2012
620,Chocolate Vine,40,12/02/2013,20/02/2013
621,Leoncita False Foxglove,13,19/08/2011,02/09/2011
622,German-madwort,25,15/12/2019,28/12/2019
623,Tenangle Pipewort,40,21/09/2017,02/10/2017
624,Boreal Sagebrush,39,29/07/2016,09/08/2016
625,Trypelthelium Lichen,21,24/07/2018,07/08/2018
626,Monterey Larkspur,8,27/03/2016,05/04/2016
627,Brown's Indian Rosewood,10,06/02/2010,13/02/2010
628,Inland Gilia,27,01/06/2020,14/06/2020
629,Onion Blanketflower,32,30/04/2013,10/05/2013
630,Downy Ryegrass,12,24/03/2012,01/04/2012
631,Slender Spikerush,16,27/12/2016,03/01/2017
632,Inchhigh Lupine,42,25/12/2010,06/01/2011
633,Texas Venus' Looking-glass,24,29/03/2020,12/04/2020
634,Wand Butterflybush,3,22/09/2015,03/10/2015
635,Florida Strap Airplant,41,31/01/2012,11/02/2012
636,Racomitrium Moss,37,17/01/2014,30/01/2014
637,Big Tripogon,44,17/04/2019,30/04/2019
638,Menodora,49,07/12/2017,16/12/2017
639,Rose,40,23/01/2016,31/01/2016
640,Scaleflower Dodder,19,13/08/2015,20/08/2015
641,Largeseed Goosefoot,3,21/09/2018,30/09/2018
642,Cucumis,13,17/03/2011,31/03/2011
643,Manketti,31,03/06/2014,14/06/2014
644,Coneflower Moonlight Cactus,24,09/01/2018,16/01/2018
645,Copper Iris,47,04/03/2012,13/03/2012
646,Chaparral Nightshade,22,30/08/2013,06/09/2013
647,Summer Farewell,47,20/09/2011,01/10/2011
648,Shining Blazingstar,40,03/06/2018,17/06/2018
649,Mackenzie River Yellowcress,30,08/04/2011,15/04/2011
650,Cordilleran Sedge,45,11/03/2019,20/03/2019
651,Teton Lupine,35,04/07/2016,15/07/2016
652,Inchhigh Lupine,14,14/06/2011,22/06/2011
653,Cylindrical Atrichum Moss,27,02/06/2012,09/06/2012
654,Beard Lichen,41,17/08/2020,25/08/2020
655,Bull Withe,26,17/12/2020,27/12/2020
656,Red Horse-chestnut,4,30/03/2013,09/04/2013
657,Oval-leaf Milkweed,2,19/01/2020,02/02/2020
658,English Elm,19,17/10/2013,30/10/2013
659,Modoc Plateau Milkvetch,22,17/12/2020,25/12/2020
660,Mountain Ball Cactus,3,01/12/2014,11/12/2014
661,Leachlobe Cyphomeris,15,16/09/2013,25/09/2013
662,Velvet Tamarind,43,11/11/2018,18/11/2018
663,Tailed Grapefern,15,21/08/2016,28/08/2016
664,Cafeillo,31,31/05/2020,11/06/2020
665,Campylostelium Moss,7,30/07/2020,08/08/2020
666,Zigzag Bladderwort,25,04/08/2010,17/08/2010
667,Earleaf Acacia,11,07/04/2011,18/04/2011
668,Napa Milkvetch,30,20/03/2015,03/04/2015
669,California Clematis,7,06/04/2011,17/04/2011
670,Shinglewood,21,12/12/2011,20/12/2011
671,Peacock Fern,20,16/02/2017,27/02/2017
672,Claspleaf Pennycress,39,13/08/2015,25/08/2015
673,Fox Sedge,50,14/01/2020,23/01/2020
674,Neisosperma,22,21/02/2010,05/03/2010
675,Strychnine,32,01/07/2011,14/07/2011
676,Thimbleberry,6,09/12/2011,18/12/2011
677,Oligotrichum Moss,2,12/11/2012,24/11/2012
678,Mustang Clover,39,23/08/2019,01/09/2019
679,Quillwort,15,14/06/2020,23/06/2020
680,Broadleaf Bluebells,17,25/10/2012,03/11/2012
681,Spring Coralroot,4,13/11/2015,26/11/2015
682,Yukon Pine,12,05/06/2018,19/06/2018
683,Fossil Hill Creek Bedstraw,33,17/04/2011,27/04/2011
684,Pinewoods Pussytoes,43,12/08/2019,25/08/2019
685,Wartleaf Ceanothus,8,02/12/2016,11/12/2016
686,Lecidea Lichen,24,01/10/2018,12/10/2018
687,California Blackberry,5,25/07/2010,01/08/2010
688,Richardson's Alumroot,7,17/12/2010,27/12/2010
689,Sawtooth Sandmat,27,16/05/2020,24/05/2020
690,Utah Agave,13,26/06/2020,08/07/2020
691,Cracked Lichen,40,29/07/2012,07/08/2012
692,Morgantown Blackberry,26,05/11/2020,15/11/2020
693,Violet Lespedeza,48,19/11/2010,01/12/2010
694,Pink Cudweed,22,25/05/2016,04/06/2016
695,Japanese Tree Lilac,44,02/11/2011,11/11/2011
696,Chihuahuan Lovegrass,46,29/12/2018,06/01/2019
697,Comb-leaf Philodendron,14,18/12/2020,29/12/2020
698,Idesia,50,26/03/2018,07/04/2018
699,Wingnut Cryptantha,22,09/08/2017,20/08/2017
700,Juratzk's Amblystegium Moss,36,13/09/2011,24/09/2011
701,Common Goldstar,50,10/03/2012,24/03/2012
702,Freckled Milkvetch,8,02/03/2011,14/03/2011
703,Graygreen Maiden Fern,20,24/12/2014,31/12/2014
704,Moricandia,31,15/04/2011,22/04/2011
705,Usnea Lichenoconium Lichen,7,12/04/2019,19/04/2019
706,Bruised Lichen,3,10/05/2019,23/05/2019
707,Lanceleaf Moonpod,14,23/01/2020,05/02/2020
708,Thymeleaf Sandmat,6,17/04/2014,01/05/2014
709,Scrub Palmetto,33,02/09/2018,15/09/2018
710,Pigeonwings,22,12/08/2014,23/08/2014
711,Littleleaf Milkwort,16,16/09/2020,26/09/2020
712,Shrubby Toothedthread,20,19/02/2019,27/02/2019
713,Purple Fawnlily,29,06/06/2018,15/06/2018
714,Texas Saxifrage,30,23/12/2020,31/12/2020
715,Catillaria Lichen,41,22/03/2014,31/03/2014
716,Cherry Silverberry,19,02/04/2016,10/04/2016
717,Western Greenviolet,31,24/10/2010,07/11/2010
718,Diffuse Spiderwort,29,11/04/2020,23/04/2020
719,Narrowleaf Stenogyne,10,25/04/2015,06/05/2015
720,Yellow Woollystar,48,25/12/2015,03/01/2016
721,Alexandra Palm,38,17/04/2015,26/04/2015
722,Swordfern,33,16/04/2016,25/04/2016
723,Little Prince's Pine,45,01/08/2012,09/08/2012
724,Possumhaw,27,27/07/2015,08/08/2015
725,Rampion Bellflower,29,15/12/2017,28/12/2017
726,Coastal Dune Sandmat,15,08/07/2010,21/07/2010
727,Lassicus Stitchwort,39,07/11/2017,20/11/2017
728,Bristle Nailwort,1,31/07/2012,12/08/2012
729,Alfalfa Dodder,22,19/10/2010,31/10/2010
730,Ma'aloa,6,27/03/2015,09/04/2015
731,Common Threesquare,21,03/04/2015,13/04/2015
732,Pride Of California,47,14/07/2019,23/07/2019
733,Fuzzy Phacelia,7,09/05/2011,16/05/2011
734,Harper's Flax,1,28/03/2014,11/04/2014
735,Smallflower Bruguiera,44,09/12/2019,21/12/2019
736,Howell's Alkaligrass,16,14/05/2010,26/05/2010
737,Solomon's Seal,35,31/01/2010,14/02/2010
738,Slender Blazing Star,5,08/10/2017,17/10/2017
739,Wreath Lichen,14,12/08/2020,19/08/2020
740,East View Rubberweed,23,24/08/2019,03/09/2019
741,Queen Anne's Lace,36,06/04/2010,16/04/2010
742,Pubescent Mirrorplant,37,17/02/2011,26/02/2011
743,Thelidium Lichen,46,03/06/2017,13/06/2017
744,Dot Lichen,45,18/02/2015,27/02/2015
745,Broomleaf Toadflax,43,07/05/2019,16/05/2019
746,Singlesorus Spleenwort,16,06/04/2020,13/04/2020
747,Shortflower Indian Paintbrush,31,13/04/2018,21/04/2018
748,Beaded Lipfern,19,13/01/2019,21/01/2019
749,San Fernando Valley Spineflower,3,06/05/2018,16/05/2018
750,Narrowleaf Water-starwort,37,06/05/2019,20/05/2019
751,Colocasia,16,23/10/2019,30/10/2019
752,Miner's Lettuce,9,25/03/2016,05/04/2016
753,Colorado Beardtongue,48,04/09/2017,13/09/2017
754,Walnut,45,22/05/2014,02/06/2014
755,Upright Chickweed,18,08/02/2018,15/02/2018
756,Annual Townsend Daisy,32,03/11/2020,17/11/2020
757,Longstem Sandwort,46,17/10/2010,27/10/2010
758,Santa Cruz Island Manzanita,43,26/03/2014,09/04/2014
759,Coast Range Dwarf-flax,47,17/02/2017,02/03/2017
760,Spoon Primrose-willow,46,21/10/2014,31/10/2014
761,Cliff Stonecrop,40,19/04/2016,30/04/2016
762,Laguna Mountain Jewelflower,32,23/01/2014,06/02/2014
763,Seablush,17,08/08/2011,22/08/2011
764,Arizona Clematis,37,14/05/2014,26/05/2014
765,Chisos Mountain Century Plant,25,09/06/2017,19/06/2017
766,Spreading Cotoneaster,6,10/08/2013,24/08/2013
767,False Babystars,8,25/04/2020,08/05/2020
768,Woodland Sunflower,2,23/02/2018,07/03/2018
769,Freckled Milkvetch,5,30/07/2012,08/08/2012
770,Mamey De Cura,48,22/03/2015,02/04/2015
771,Cornutia,23,15/09/2014,23/09/2014
772,Native American Pipeweed,11,15/01/2013,23/01/2013
773,Norwegian Cinquefoil,9,04/05/2014,18/05/2014
774,Sidecluster Milkweed,24,25/03/2011,06/04/2011
775,Bigfruit Evening Primrose,3,12/04/2016,19/04/2016
776,Tellicherry Bark,42,09/06/2020,21/06/2020
777,Simple-stem Everlasting,8,31/08/2010,12/09/2010
778,Dixie Grapefern,16,08/08/2011,17/08/2011
779,Cape Blue Waterlily,17,10/09/2018,18/09/2018
780,Ashen Milkvetch,35,26/07/2020,09/08/2020
781,Cockspur Pricklypear,35,22/03/2015,02/04/2015
782,Pepper,9,13/10/2016,23/10/2016
783,Orange Agoseris,37,07/07/2020,17/07/2020
784,Elliott's Milkpea,43,10/10/2018,22/10/2018
785,Fendler's Sandwort,3,12/11/2019,24/11/2019
786,Stonecrop,33,26/11/2017,04/12/2017
787,Amatungulu,20,01/09/2012,11/09/2012
788,Koolau Range Melicope,38,25/02/2016,08/03/2016
789,Yellow Nodding Lady's Tresses,34,28/03/2017,09/04/2017
790,Forest Dubautia,47,10/12/2018,24/12/2018
791,Winn Falls Fleabane,24,14/09/2018,24/09/2018
792,'ena'ena,20,01/09/2014,11/09/2014
793,Oriental Photinia,2,15/02/2013,27/02/2013
794,Rim Lichen,47,23/11/2015,06/12/2015
795,Perilla,14,02/08/2015,09/08/2015
796,Childing Pink,15,05/08/2019,19/08/2019
797,Holm's Reedgrass,22,23/04/2016,05/05/2016
798,Tayloria Dung Moss,37,21/03/2011,30/03/2011
799,Redstem Springbeauty,40,11/10/2015,25/10/2015
800,Koolau Range Papala,33,15/06/2016,27/06/2016
801,Woodvamp,40,01/10/2018,09/10/2018
802,Dwarf Poppy,27,12/02/2011,22/02/2011
803,Fringed Sedge,1,29/03/2011,12/04/2011
804,Oso Manzanita,24,23/05/2014,31/05/2014
805,Brittle Sandwort,37,03/07/2018,10/07/2018
806,Lemmon's Sedge,46,19/12/2013,29/12/2013
807,Cobb Mountain Lupine,49,20/02/2016,01/03/2016
808,Locoweed,16,05/03/2011,17/03/2011
809,Aridland Stopper,22,31/03/2019,14/04/2019
810,Blue Wild Indigo,36,27/04/2012,04/05/2012
811,Grannybush,33,20/06/2012,01/07/2012
812,Hairy Brackenfern,9,14/02/2011,23/02/2011
813,Minerslettuce,24,21/03/2016,31/03/2016
814,Star Clover,41,09/10/2014,20/10/2014
815,Hybrid Oak,39,18/05/2013,31/05/2013
816,Bear Valley Milkvetch,2,09/11/2012,17/11/2012
817,Crenulate Rhabdoweisia Moss,36,12/05/2015,24/05/2015
818,Stelechocarpus,11,02/09/2017,15/09/2017
819,Austrian Yellowcress,27,28/02/2020,11/03/2020
820,Narrow-leaved Rockdaisy,32,12/05/2020,19/05/2020
821,Dunes Saw Greenbrier,27,10/12/2019,23/12/2019
822,Richardson's Phlox,30,30/03/2011,10/04/2011
823,Yellow Crownbeard,6,04/03/2019,18/03/2019
824,Bejuco De Alambre,44,06/01/2013,15/01/2013
825,Eurhynchium Moss,38,19/08/2011,28/08/2011
826,Bramble Acacia,38,08/01/2017,20/01/2017
827,Slender Goldenbanner,49,03/02/2018,17/02/2018
828,Sphagnum,16,06/12/2011,17/12/2011
829,Boreal Orange Lichen,26,26/04/2016,10/05/2016
830,Tailcup Lupine,23,08/10/2016,21/10/2016
831,Birch,20,22/12/2015,31/12/2015
832,Panguitch Buckwheat,46,17/10/2013,24/10/2013
833,Heermann's Bird's-foot Trefoil,25,25/08/2018,02/09/2018
834,Black-box,16,17/08/2010,25/08/2010
835,Bayhops,27,17/09/2013,25/09/2013
836,Bristlecup Sandmat,44,01/04/2014,15/04/2014
837,Pore Lichen,48,09/08/2016,20/08/2016
838,Broom Sedge,1,17/12/2019,24/12/2019
839,Miniature Barrel Cactus,28,28/08/2014,05/09/2014
840,Water Yam,35,14/03/2012,26/03/2012
841,Autumn Sage,33,28/04/2018,08/05/2018
842,Wrinkleleaf Goldenrod,41,02/03/2016,12/03/2016
843,Sticky Fanpetals,38,17/08/2013,25/08/2013
844,Ebony,12,01/05/2011,11/05/2011
845,Oxytenanthera,7,20/01/2014,01/02/2014
846,Lonomea,33,30/05/2020,08/06/2020
847,Kiawe,2,19/01/2012,31/01/2012
848,Mt. Tumbull Beardtongue,21,25/11/2014,07/12/2014
849,Wright's Spiderwort,32,10/12/2017,24/12/2017
850,Sharpleaf Baby's-breath,31,05/08/2020,12/08/2020
851,Slender Spiderflower,7,27/05/2011,05/06/2011
852,Brachythecium Moss,45,16/07/2018,28/07/2018
853,Rinodina Lichen,1,29/06/2012,10/07/2012
854,Lechuguilla,5,31/05/2012,10/06/2012
855,Clammy Groundcherry,39,09/10/2014,23/10/2014
856,Lindheimer's Rockdaisy,21,26/01/2017,05/02/2017
857,Taylor County Blackberry,7,30/09/2010,12/10/2010
858,Transcend Cup Lichen,38,28/10/2010,05/11/2010
859,San Bernardino Mountain Onion,32,16/06/2020,26/06/2020
860,Pinpoint Clover,14,14/10/2014,27/10/2014
861,Volcanic Gilia,23,18/06/2016,27/06/2016
862,Arizona Rubberweed,15,12/09/2010,25/09/2010
863,Northern Bog Clubmoss,31,17/12/2010,24/12/2010
864,Pedicelled Erioderma Lichen,10,03/07/2019,12/07/2019
865,Plateau Rocktrumpet,3,25/11/2020,02/12/2020
866,Heartleaf Groundcherry,38,18/08/2015,31/08/2015
867,Welsh's Phacelia,33,25/09/2018,09/10/2018
868,Protea,31,17/12/2013,24/12/2013
869,Kangaroo Grass,27,06/02/2011,18/02/2011
870,Smooth Solomon's Seal,38,21/07/2014,01/08/2014
871,Texas Mimosa,25,26/09/2015,10/10/2015
872,Bride's Feathers,37,21/05/2012,30/05/2012
873,Summer Savory,34,08/10/2012,20/10/2012
874,Hulumoa,37,24/07/2013,07/08/2013
875,Guadeloupe Cucumber,45,04/04/2016,13/04/2016
876,Bittersweet,35,09/09/2010,19/09/2010
877,Piper Mistletoe,32,25/09/2015,07/10/2015
878,Pop Saltbush,2,06/04/2014,17/04/2014
879,Alkali Pepperweed,39,14/11/2016,24/11/2016
880,Calophyllum,37,19/01/2014,27/01/2014
881,Springville Clarkia,15,08/01/2020,16/01/2020
882,Montana Wheatgrass,43,18/10/2017,31/10/2017
883,Golden Currant,28,24/11/2013,01/12/2013
884,Bloomer's Aster,37,17/05/2013,25/05/2013
885,Macoun's Racomitrium Moss,50,31/08/2011,09/09/2011
886,Common Hackberry,18,22/07/2020,01/08/2020
887,Fitchia,21,19/10/2018,29/10/2018
888,Otay Manzanita,3,20/02/2012,05/03/2012
889,Kingdevil,7,01/12/2012,08/12/2012
890,Soft Fissurewort,12,02/07/2019,11/07/2019
891,Nightshade,39,07/07/2020,16/07/2020
892,Morningglory,5,22/07/2019,30/07/2019
893,Golden Crownbeard,38,01/10/2015,10/10/2015
894,Silver Sagebrush,34,29/09/2012,13/10/2012
895,Dactylospora Lichen,28,08/07/2014,18/07/2014
896,Eagle Rock Blackberry,35,15/11/2010,29/11/2010
897,Old World Forkedfern,17,13/11/2020,27/11/2020
898,Morrenia,27,13/06/2015,24/06/2015
899,Canada Wildrye,42,17/04/2017,24/04/2017
900,Buffpetal,47,02/07/2015,15/07/2015
901,Polyblastia Lichen,29,14/03/2015,26/03/2015
902,Rendle's Meadow Foxtail,3,29/10/2011,12/11/2011
903,Rabbitsfoot Grass,30,24/02/2013,08/03/2013
904,Longstalk Holly,28,20/12/2012,31/12/2012
905,Santa Cruz Island Silverhosackia,18,19/04/2011,30/04/2011
906,Scarlet Beardtongue,49,10/06/2020,23/06/2020
907,Crossidium Moss,49,28/08/2013,05/09/2013
908,Lecidea Lichen,24,29/09/2014,11/10/2014
909,Crater Lichen,15,26/01/2014,07/02/2014
910,French-grass,34,28/05/2014,04/06/2014
911,Cartilage Lichen,44,06/06/2017,19/06/2017
912,Macadamia,24,15/04/2013,29/04/2013
913,Glaucus Willowherb,43,04/01/2018,13/01/2018
914,Kanawao,35,22/01/2019,04/02/2019
915,Kalealaha Beggarticks,41,21/10/2011,30/10/2011
916,Graceful Wattle,11,01/08/2014,10/08/2014
917,Amur Grape,1,01/01/2013,14/01/2013
918,Hedgehog Pricklypoppy,28,22/12/2018,31/12/2018
919,Alcove Rockdaisy,25,18/03/2010,29/03/2010
920,Oregon Gumweed,47,21/06/2020,03/07/2020
921,Desertmountain Blue Eyed Mary,29,20/01/2012,29/01/2012
922,Belladonna Lily,18,18/06/2018,30/06/2018
923,American Basswood,27,22/07/2011,30/07/2011
924,Swallen's Lovegrass,39,05/08/2013,15/08/2013
925,Colorado Butterfly Plant,28,15/06/2010,29/06/2010
926,Jointfir,3,23/01/2013,01/02/2013
927,Desert Calico,21,08/10/2019,21/10/2019
928,Slender Oat,3,25/02/2018,04/03/2018
929,Hooker's Evening Primrose,7,07/03/2016,19/03/2016
930,Brewer's Phacelia,13,08/06/2010,22/06/2010
931,Cayenne Pepper,19,20/12/2018,02/01/2019
932,Redbird Flower,1,02/06/2015,16/06/2015
933,Tepary Bean,20,17/12/2020,30/12/2020
934,Burridge's Greenthread,7,25/01/2018,07/02/2018
935,Decumbent Crowngrass,9,10/06/2018,22/06/2018
936,Woollyleaf Bur Ragweed,4,02/01/2011,14/01/2011
937,Rocky Ragwort,29,18/09/2020,29/09/2020
938,Umbrellawort,12,23/08/2017,06/09/2017
939,Whorlgrass,18,09/10/2016,21/10/2016
940,Oblongleaf False Pennyroyal,1,14/11/2012,21/11/2012
941,Devilqueen,1,28/01/2012,06/02/2012
942,Krapovickasia,21,16/12/2016,25/12/2016
943,Hygroamblystegium Moss,27,21/12/2020,01/01/2021
944,Sky Mousetail,19,20/04/2013,04/05/2013
945,Alpine Leafybract Aster,27,25/05/2019,06/06/2019
946,Quillwort,26,20/02/2015,27/02/2015
947,Cutleaf Silverpuffs,22,04/06/2012,17/06/2012
948,Prairie Fameflower,9,15/12/2019,23/12/2019
949,Yukon Whitlowgrass,20,24/02/2019,08/03/2019
950,Bayamon Stopper,10,21/05/2011,28/05/2011
951,Whitetip Clover,18,24/12/2016,03/01/2017
952,Strawberry Hedgehog Cactus,48,08/09/2013,15/09/2013
953,Short's Hedgehyssop,44,27/01/2012,07/02/2012
954,Swallen's Lovegrass,11,18/05/2015,31/05/2015
955,Crateva,32,05/03/2018,18/03/2018
956,White Ash,42,15/03/2013,27/03/2013
957,Wart Lichen,13,01/06/2012,09/06/2012
958,Sulphur-flower Buckwheat,5,21/02/2012,29/02/2012
959,Broadpod Jewelflower,22,02/03/2017,13/03/2017
960,European Fan Palm,21,25/03/2018,05/04/2018
961,California Lacefern,36,30/08/2018,09/09/2018
962,Rose-gold Pussy Willow,45,19/07/2012,02/08/2012
963,Showy Stickseed,49,13/06/2013,20/06/2013
964,Hardy Orange,36,06/04/2020,13/04/2020
965,Eureka Springs Hawthorn,35,24/05/2014,03/06/2014
966,Maui Yellow Loosestrife,37,20/08/2013,02/09/2013
967,Tall Blue Lettuce,29,26/09/2011,03/10/2011
968,Tropical Medicineplant,33,05/08/2019,18/08/2019
969,Savannah Yelloweyed Grass,30,19/03/2015,02/04/2015
970,Fernald's False Mannagrass,39,07/10/2016,21/10/2016
971,Durango Senna,19,15/10/2018,23/10/2018
972,Prairie Flax,8,25/04/2018,08/05/2018
973,Bayamon,28,02/05/2020,13/05/2020
974,Suksdorf's Hawthorn,36,18/03/2019,31/03/2019
975,Krapovickasia,1,09/10/2020,17/10/2020
976,West Indian Spongeplant,11,18/05/2015,27/05/2015
977,Common Sotol,46,29/07/2017,05/08/2017
978,Dubautia,49,26/10/2020,04/11/2020
979,Lyon's Hacksaw Fern,28,16/05/2020,30/05/2020
980,Thismia,20,28/11/2017,09/12/2017
981,Oregon Gumweed,30,31/12/2013,12/01/2014
982,Anderson's Hawksbeard,43,10/08/2016,21/08/2016
983,Nightshade,27,09/08/2015,23/08/2015
984,Tiny Bluet,2,21/04/2013,03/05/2013
985,American Red Raspberry,41,04/07/2019,17/07/2019
986,Pygmy Linanthus,34,25/01/2017,06/02/2017
987,Dwarf Ginseng,49,24/10/2020,03/11/2020
988,Jeweled Onion,24,21/07/2018,01/08/2018
989,Congdon's Woolly Sunflower,3,16/10/2013,30/10/2013
990,Ironwood,31,26/06/2015,05/07/2015
